,collocation,lemma,rel type,deprel type,count,word 1 count,word 2 count,lemma count,lemma 1 count,lemma 2 count,dice,log-likelihood,translation,tsne_1,tsne_2,origin,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,cluster_agglo
1509,насыр әл-фарабидің,насыр әл-фараби,propn-propn,flat:name-flat:name,11,16,102,,,,0.186440678,176.3743622,Nasir al-Farabi,-19.53635,23.980724,kk,380.0,380.0,380.0,91.0
1510,елжан біртанов,елжан біртанов,propn-propn,nsubj-flat:name,11,20,20,,,,0.55,210.9613122,Yelzhan Birtanov,-8.326059,41.401257,kk,381.0,381.0,381.0,47.0
1511,интерактивті тақтаның,интерактивті тақ,adj-noun,amod-root,11,31,116,,,,0.149659864,152.9462385,Interactive whiteboard,7.2673135,-3.9557362,kk,382.0,382.0,382.0,92.0
1512,дәрілік препараттарды,дәрілік препарат,adj-noun,amod-obj,11,35,78,,,,0.194690265,158.9784949,drugs,25.126944,-24.798386,kk,383.0,383.0,383.0,17.0
1513,төл мерекенің,төл мереке,adj-noun,amod-obl,11,51,282,,,,0.066066066,119.9265866,Pay,26.75747,22.407427,kk,384.0,384.0,384.0,33.0
1514,ахмет ясауи,ахмет ясауи,propn-propn,flat:name-flat:name,11,50,11,,,,0.360655738,213.3213967,Ahmet Yasawi,-18.681612,16.175959,kk,385.0,385.0,385.0,52.0
1515,ғылыми-зерттеулер институты,ғылыми-зерттеу институт,noun-noun,nmod:poss-nmod:poss,11,32,219,,,,0.087649402,137.5969598,Institute of Research,-10.493916,-36.19885,kk,386.0,386.0,386.0,70.0
1516,парламент сайлауы,парламент сайлау,noun-noun,nmod:poss-nmod:poss,11,170,177,,,,0.063400576,102.1557544,Parliamentary elections,-32.141964,-37.281963,kk,387.0,387.0,387.0,71.0
1517,мұрат әйтенов,мұрат әйтенов,propn-propn,appos-flat:name,11,57,15,,,,0.305555556,192.6961076,Murat Atenov,-11.081683,29.6859,kk,388.0,388.0,388.0,32.0
1518,жедел штабтың,жедел штаб,adj-noun,amod-nmod:poss,11,218,38,,,,0.0859375,133.1594517,Operational headquarters,-17.490126,-23.20064,kk,391.0,391.0,391.0,69.0
1519,салтын қалыптастыру,салт қалыптастыр,noun-verb,obj-ccomp,11,109,226,,,,0.065671642,106.8103082,Formation of the tradition,6.844975,-15.523487,kk,392.0,392.0,392.0,37.0
1520,бақыт сұлтанов,бақыт сұлтанов,propn-propn,appos-flat:name,10,86,25,,,,0.18018018,148.2634944,Bakhyt Sultanov,-13.058008,42.297813,kk,393.0,393.0,393.0,47.0
1521,қырымбек көшербаев,қырымбек көшербаев,propn-propn,appos-flat:name,10,12,15,,,,0.740740741,213.8266173,Krymbek Kusherbayev,-10.53226,37.621147,kk,394.0,394.0,394.0,47.0
1522,коронавируспен күреске,коронавиру күрес,noun-noun,nmod-nmod:poss,10,25,284,,,,0.064724919,123.5248294,to fight coronavirus,8.317545,3.7633536,kk,395.0,395.0,395.0,9.0
1523,санитарлық нормаларды,санитарлық норма,adj-noun,amod-obj,10,110,97,,,,0.096618357,112.3654401,Sanitary norms,0.70346266,-9.523568,kk,396.0,396.0,396.0,108.0
1524,мәжіліс залында,мәжіліс зал,noun-noun,nmod:poss-obl,10,154,118,,,,0.073529412,101.2655961,In the conference hall,-12.735716,-11.132107,kk,397.0,397.0,397.0,1.0
1525,ынтымақтастықты нығайтуға,ынтымақтастық нығайт,noun-verb,obj-acl,10,200,110,,,,0.064516129,97.36210961,to strengthen cooperation,9.820668,-14.905648,kk,398.0,398.0,398.0,20.0
1526,азаматтық қорғаныс,азаматтық қорғаныс,adj-noun,amod-nmod:poss,10,192,133,,,,0.061538462,94.24563268,civil defense,5.2396607,-24.21177,kk,399.0,399.0,399.0,23.0
1527,сыр медиа,сыр медиа,noun-noun,compound-nmod:poss,10,144,53,,,,0.101522843,119.7819606,media media,13.394643,39.48061,kk,400.0,400.0,400.0,5.0
1528,дәурен абаев,дәурен абаев,propn-propn,flat:name-flat:name,10,23,13,,,,0.555555556,198.1979353,Dauren Abayev,-13.16052,46.140087,kk,401.0,401.0,401.0,103.0
1529,жолаушылар тасымалына,жолаушы тасымал,noun-noun,compound-nsubj,10,154,45,,,,0.100502513,122.0524253,Passenger transportation,27.088377,12.209886,kk,402.0,402.0,402.0,26.0
1530,қола медальдың,қола медаль,noun-noun,compound-nsubj,10,55,83,,,,0.144927536,130.520503,Bronze medal,32.152435,22.72558,kk,404.0,404.0,404.0,33.0
1531,қабанбай батырмен,қабанбай батыр,propn-propn,compound-nmod:poss,10,14,223,,,,0.084388186,145.349851,With Kabanbay Batyr,-4.7915907,25.905825,kk,405.0,405.0,405.0,104.0
1532,ы. алтынсариннің,ы. алтынсарин,noun-propn,appos-flat:name,10,11,26,,,,0.540540541,202.3870549,es. Altynsarin,17.416153,31.699492,kk,406.0,406.0,406.0,68.0
1533,өңірлік қолбасшылығы,өңірлік қолбасшылық,adj-noun,nmod:poss-nmod:poss,10,113,15,,,,0.15625,157.0577123,Regional Command,15.178511,-34.10639,kk,407.0,407.0,407.0,35.0
1534,балық өсіру,балық өсір,noun-verb,obj-ccomp,10,96,113,,,,0.09569378,112.0208453,Fish farming,16.309616,-33.361137,kk,408.0,408.0,408.0,35.0
1535,дәстүрлі діндер,дәстүрлі дін,adj-noun,amod-nmod:poss,10,141,190,,,,0.060422961,93.25097649,Traditional religions,-9.735414,-5.1094565,kk,410.0,410.0,410.0,62.0
1536,ақпараттық ресурсы,ақпараттық ресур,noun-noun,compound-nsubj,10,286,22,,,,0.064935065,126.7139214,Information resource,1.8917722,-14.12069,kk,411.0,411.0,411.0,65.0
1537,аида балаева,аида балаева,propn-propn,appos-flat:name,10,17,11,,,,0.714285714,213.9986992,Aida Balaeva,-12.135247,49.73785,kk,412.0,412.0,412.0,103.0
1538,есептік көрсеткіш,есептік көрсеткіш,noun-noun,compound-nsubj,10,34,223,,,,0.077821012,120.9189772,Accounting indicator,19.788786,-20.757435,kk,413.0,413.0,413.0,19.0
1539,тәртіптік жаза,тәртіптік жаза,adj-noun,amod-obl,10,25,134,,,,0.125786164,138.9505191,Disciplinary action,11.858556,-11.12253,kk,415.0,415.0,415.0,63.0
1540,тұсауы кесілді,тұсау кес,noun-verb,obj-parataxis,10,17,125,,,,0.14084507,151.010562,Present cut,14.231449,20.75576,kk,417.0,417.0,417.0,93.0
1541,достық қарым-қатынас,достық қарым-қатынас,adj-noun,amod-obj,10,93,201,,,,0.068027211,100.7867403,friendly relationship,7.9673004,-23.709164,kk,418.0,418.0,418.0,76.0
1542,энергия үнемдейтін,энергия үнемде,noun-verb,obj-acl,10,149,48,,,,0.101522843,121.2825324,energy sav,28.357487,-18.398312,kk,419.0,419.0,419.0,17.0
1543,қарыз алушының,қарыз алушы,noun-noun,compound-nmod,10,139,64,,,,0.098522167,116.3792838,Borrower,7.4416227,-7.0062327,kk,420.0,420.0,420.0,63.0
1544,зорлық зомбылық,зорлық -зомбылық,noun-noun,compound-obj,10,41,10,,,,0.392156863,198.1814827,violent violence,3.3114548,5.846262,kk,421.0,421.0,421.0,90.0
1545,бұқар жырау,бұқар жырау,propn-noun,nmod:poss-nmod:poss,10,14,32,,,,0.434782609,187.2346511,Bukhary zhyrau,-3.6445625,23.195213,kk,422.0,422.0,422.0,119.0
1546,мұхтар әуезов,мұхтар әуезов,propn-propn,appos-flat:name,10,54,71,,,,0.16,134.2708057,Mukhtar Auezov,-16.911312,41.09907,kk,423.0,423.0,423.0,103.0
1547,оңтүстік африкаға,оңтүстік африка,adj-propn,amod-nmod:poss,10,240,36,,,,0.072463768,118.0729178,to South Africa,2.8329246,-4.0865417,kk,424.0,424.0,424.0,92.0
1548,мұхтар тайжанның,мұхтар тайжан,propn-propn,obl-flat:name,10,54,13,,,,0.298507463,177.9406544,Mukhtar Taizhan,-12.644702,28.787352,kk,426.0,426.0,426.0,32.0
1549,карантин режимін,карантин режим,noun-noun,nmod:poss-obj,10,117,154,,,,0.073800738,101.4430931,Quarantine mode,23.277044,37.552166,kk,427.0,427.0,427.0,29.0
1550,агроөнеркәсіп кешенінің,агроөнеркәсіп кешен,noun-noun,nmod:poss-obj,9,10,205,,,,0.08372093,140.8942182,Agro-industrial complex,5.755472,-36.355904,kk,428.0,428.0,428.0,80.0
1551,чен ын,чен ын,propn-propn,flat:name-flat:name,9,15,11,,,,0.692307692,190.6370554,chenny,10.097878,35.78208,kk,429.0,429.0,429.0,46.0
1552,сайлау учаскесі,сайлау учаске,noun-noun,nmod:poss-nmod:poss,9,177,75,,,,0.071428571,95.09535528,polling station,-35.353172,-38.44178,kk,430.0,430.0,430.0,71.0
1553,аллергиялық реакцияның,аллергиялық реакция,adj-noun,amod-nsubj,9,13,49,,,,0.290322581,158.472604,of allergic reaction,32.376877,-2.0050364,kk,432.0,432.0,432.0,55.0
1554,қоқыс жәшігінің,қоқыс жәшік,noun-noun,compound-obj,9,64,24,,,,0.204545455,137.5253461,garbage bin,6.122142,11.20183,kk,433.0,433.0,433.0,102.0
1555,кәсіби шеберліктің,кәсіби шеберлік,adj-noun,amod-nmod:poss,9,204,72,,,,0.065217391,93.26449766,of professionalism,12.431926,-17.625048,kk,434.0,434.0,434.0,20.0
1556,атамекен ұкп,атамекен ұкп,propn-noun,nmod:poss-nmod:poss,9,52,17,,,,0.260869565,149.8351494,Atameken NCE,13.1760645,26.789343,kk,435.0,435.0,435.0,68.0
1557,арыс жарылысының,арыс жарылыс,propn-noun,nsubj-obl,9,96,76,,,,0.104651163,106.2451804,Arys explosion,9.83038,-33.412098,kk,436.0,436.0,436.0,18.0
1558,сот-медициналық сараптаманың,сот-медициналық сараптама,adj-noun,amod-obj,9,9,76,,,,0.211764706,165.9658227,Forensic medical examination,-1.1042547,-16.410532,kk,437.0,437.0,437.0,65.0
1559,ыбырай алтынсарин,ыбырай алтынсарин,propn-propn,nsubj-flat:name,9,19,26,,,,0.4,161.4302473,Ibrai Altynsarin,17.14245,33.137554,kk,438.0,438.0,438.0,68.0
1560,салық кодексіне,салық кодек,noun-noun,nmod:poss-nmod:poss,9,201,91,,,,0.061643836,89.07733711,To the Tax Code,-6.743399,-24.731693,kk,439.0,439.0,439.0,40.0
1561,амандық баталов,амандық баталов,propn-propn,appos-flat:name,9,24,16,,,,0.45,167.573638,Amandybat Batalov,-2.963582,30.728226,kk,440.0,440.0,440.0,104.0
1562,шекара бекеттерін,шекара бекет,noun-noun,nmod:poss-obl,9,143,77,,,,0.081818182,98.53829221,Border checkpoints,-3.6415617,-25.276155,kk,441.0,441.0,441.0,40.0
1563,деңгейлік банктер,деңгейл банктер,noun-noun,amod-obl,9,29,67,,,,0.1875,132.4704477,Level banks,23.20926,-16.603456,kk,442.0,442.0,442.0,115.0
1564,медиа-порталдың,медиа -портал,noun-noun,nmod:poss-nsubj,9,53,10,,,,0.285714286,166.4646869,Media portal,-23.362661,-11.547403,kk,444.0,444.0,444.0,7.0
1565,жаппай тәртіпсіздіктің,жаппай тәртіпсіздік,adj-noun,amod-nmod:poss,9,77,21,,,,0.183673469,137.0356135,Mass riots,12.362481,-11.074058,kk,445.0,445.0,445.0,20.0
1566,токио олимпиадасына,токио олимпиада,propn-noun,nmod:poss-obl,9,14,86,,,,0.18,145.3586627,To the Tokyo Olympics,-35.045906,-5.9015207,kk,446.0,446.0,446.0,22.0
1567,аэроғарыш өнеркәсібі,аэроғарыш өнеркәсік,noun-noun,nmod:poss-nmod:poss,9,11,33,,,,0.409090909,172.1546324,Aerospace industry,18.021717,-33.062443,kk,447.0,447.0,447.0,35.0
1568,ведомствоаралық комиссия,ведомствоаралық комиссия,adj-noun,amod-nmod:poss,9,21,245,,,,0.067669173,115.4462774,Interdepartmental Commission,-11.521852,-32.527004,kk,448.0,448.0,448.0,70.0
1569,мал азығының,мал азық,noun-noun,nmod:poss-obl,9,245,41,,,,0.062937063,100.9857314,of fodder,27.156528,-28.757534,kk,449.0,449.0,449.0,17.0
1570,ботаникалық бақтың,ботаникалық бақ,adj-noun,amod-nmod:poss,9,11,223,,,,0.076923077,135.4177252,Botanical garden,22.90037,-22.577358,kk,450.0,450.0,450.0,19.0
1571,қанат бозымбаев,қанат бозымбаев,propn-propn,appos-flat:name,9,92,15,,,,0.168224299,142.1379523,Kanat Bozumbayev,-6.975656,38.25918,kk,451.0,451.0,451.0,47.0
1572,наурызбай қажы,наурызбай қажы,propn-propn,flat:name-flat:name,9,31,22,,,,0.339622642,154.1407911,Nauryzbay Haji,-2.9508698,38.563534,kk,452.0,452.0,452.0,96.0
1573,стратегиялық серіктестіктің,стратегиялық серіктестік,adj-noun,amod-nmod:poss,9,82,74,,,,0.115384615,109.7455059,The strategic partnership,26.69072,-13.208577,kk,453.0,453.0,453.0,87.0
1574,жалдамалы пәтердің,жалдамалы пәтер,adj-noun,amod-obl,9,21,185,,,,0.087378641,120.6109037,the rental apartment,-2.7265973,-23.955132,kk,454.0,454.0,454.0,40.0
1575,жауапкершілігі шектеулі,жауапкершілік шектеулі,noun-adj,nsubj-acl:relcl,9,183,78,,,,0.068965517,93.73123211,Limited liability,2.3015003,-27.78267,kk,455.0,455.0,455.0,23.0
1576,информатика пәні,информатика пән,noun-noun,nmod:poss-nsubj,9,31,108,,,,0.129496403,121.9566047,Subject of computer science,-14.798633,-13.489335,kk,457.0,457.0,457.0,1.0
1577,шектеулі серіктестіктің,шектеулі серіктестік,adj-noun,acl:relcl-nmod:poss,9,78,74,,,,0.118421053,110.6997841,a limited partner,27.074936,-13.2598,kk,458.0,458.0,458.0,87.0
1578,жобалық кеңсе,жобалық кеңсе,adj-noun,amod-obj,9,41,81,,,,0.147540984,121.5982537,Project office,-10.659025,-31.528622,kk,459.0,459.0,459.0,70.0
1579,мектепалды даярлық,мектепалды даярлық,adj-noun,amod-compound,9,11,31,,,,0.428571429,173.4761978,Preschool training,-9.151223,-15.103778,kk,460.0,460.0,460.0,1.0
1580,құс фабрикасының,құс фабрика,noun-noun,nmod:poss-nsubj,8,116,44,,,,0.1,98.62370751,poultry farm,8.137014,-35.411263,kk,461.0,461.0,461.0,18.0
1581,мәжіліс спикері,мәжіліс спикер,noun-noun,nmod:poss-appos,8,154,49,,,,0.078817734,92.06367844,Speaker of the Majilis,-10.782026,3.2461798,kk,462.0,462.0,462.0,42.0
1582,лондон олимпиадасының,лондон олимпиада,propn-noun,nmod:poss-nmod,8,43,86,,,,0.124031008,104.0183978,London Olympics,-34.893066,-5.907338,kk,463.0,463.0,463.0,22.0
1583,ұжымдық шарт,ұжымдық шарт,adj-noun,amod-nmod:poss,8,31,224,,,,0.062745098,94.14297332,Collective agreement,0.87244743,-16.458014,kk,464.0,464.0,464.0,65.0
1584,адамгершілік құндылықтарды,адамгершілік құндылық,adj-noun,amod-obj,8,50,168,,,,0.073394495,90.28513194,Moral values,-0.7340368,-8.71901,kk,465.0,465.0,465.0,108.0
1585,зейнетақы жарналары,зейнетақ жарна,noun-noun,nmod:poss-obj,8,130,44,,,,0.091954023,96.73986156,Pension contributions,-4.53913,-16.355135,kk,468.0,468.0,468.0,65.0
1586,мұхтар шаханов,мұхтар шаханов,propn-propn,flat:name-flat:name,8,54,8,,,,0.258064516,153.254502,Mukhtar Shakhanov,-16.466406,41.0027,kk,469.0,469.0,469.0,103.0
1587,алу мақсатында,мұқағали мақатаев,propn-propn,nsubj-flat:name,8,22,10,,,,0.5,159.709537,In order to get,-7.4102335,-11.506172,kk,471.0,471.0,471.0,1.0
1588,кіндік қаны,кіндік қан,adj-noun,obj-nsubj,8,20,211,,,,0.069264069,103.5935509,umbilical blood,10.066019,13.230226,kk,472.0,472.0,472.0,9.0
1589,маркалы автокөлігін,маркалы автокөлік,adj-noun,amod-obl,8,29,149,,,,0.08988764,102.0501161,Mark car,-3.8574317,-20.624403,kk,473.0,473.0,473.0,40.0
1590,тұрмыстық қалдықтарды,тұрмыстық қалдық,adj-noun,amod-obl,8,44,85,,,,0.124031008,103.8085149,household waste,-1.3082803,-7.787844,kk,474.0,474.0,474.0,108.0
1591,ахметжан есімов,ахметжан есімов,propn-propn,nsubj-flat:name,8,10,11,,,,0.761904762,175.6597165,Akhmetzhan Yessimov,-17.216343,44.533733,kk,475.0,475.0,475.0,103.0
1592,академиялық кітапхана,академиялық кітапхана,adj-noun,amod-nmod,8,56,190,,,,0.06504065,86.31024322,Academic library,-8.377231,-37.245373,kk,476.0,476.0,476.0,70.0
1593,жүк тасымалын,жүк тасымал,noun-noun,nmod:poss-obl,8,97,45,,,,0.112676056,101.2016072,freight transportation,25.90179,11.436151,kk,477.0,477.0,477.0,26.0
1594,қауіпті індет,қауіпті індет,adj-noun,amod-nmod,8,124,85,,,,0.076555024,86.2240089,dangerous epidemic,13.276134,12.455319,kk,479.0,479.0,479.0,9.0
1595,с. торайғыровтың,с. торайғыров,noun-propn,nsubj-flat:name,8,72,14,,,,0.186046512,129.2065214,s. yawnyrov,-21.609985,37.82696,kk,480.0,480.0,480.0,53.0
1596,ғабидолла әбдірахымов,ғабидолла әбдірахымов,propn-propn,flat:name-flat:name,8,9,8,,,,0.941176471,192.2797282,Gabidulla Abdrahimov,-15.325508,42.671253,kk,481.0,481.0,481.0,103.0
1597,депутаттық кандидат,депутаттық кандидат,noun-noun,obl-obj,8,25,75,,,,0.16,116.2950483,Deputy candidate,-31.722229,-39.251724,kk,482.0,482.0,482.0,71.0
1598,әйтеке би,әйтеке би,propn-propn,nmod:poss-flat:name,8,8,101,,,,0.146788991,142.6389319,saying б,2.6998928,36.91129,kk,484.0,484.0,484.0,96.0
1599,аңызға айналған,заңсыз айналым,adj-noun,amod-obl,8,134,105,,,,0.066945607,81.41894132,legends,0.51667124,4.369352,kk,485.0,485.0,485.0,90.0
